#Gene id	Chr	Start	End	Brief description
LSAT_V11C400177530	4	83070958	83075716	-
LSAT_V11C400177540	4	83143120	83144727	non-classical arabinogalactan protein 30 [Lactuca sativa (garden lettuce)]
LSAT_V11C400177560	4	83384526	83389653	transcription factor bHLH162 [Lactuca sativa (garden lettuce)]
LSAT_V11C400177570	4	83587342	83588532	-
LSAT_V11C400177580	4	83618979	83622667	-
LSAT_V11C400177590	4	83645666	83647095	-
LSAT_V11C400177600	4	83774932	83778775	serine/threonine/tyrosine-protein kinase HT1 [Lactuca sativa (garden lettuce)]
LSAT_V11C400177610	4	83942708	83944164	-
LSAT_V11C400177620	4	83950482	83950844	-
LSAT_V11C400177630	4	83956897	83958879	uncharacterized LOC111917468 [Lactuca sativa (garden lettuce)]
LSAT_V11C400177640	4	84063079	84065507	L-type lectin-domain containing receptor kinase VII.1 [Lactuca sativa (garden lettuce)]
LSAT_V11C400177650	4	84066222	84067884	-
LSAT_V11C400177660	4	84170791	84172542	-
LSAT_V11C400177670	4	84172767	84174713	-
LSAT_V11C400177680	4	84196616	84201296	probable hexosyltransferase MUCI70 [Lactuca sativa (garden lettuce)]
LSAT_V11C400177700	4	84255054	84255620	-
LSAT_V11C400177710	4	84262991	84263530	-
LSAT_V11C400177720	4	84263916	84264224	-
LSAT_V11C400177730	4	84308119	84314179	lipoxygenase 3, chloroplastic [Lactuca sativa (garden lettuce)]
LSAT_V11C400177740	4	84379409	84382713	50S ribosomal protein L21, mitochondrial [Lactuca sativa (garden lettuce)]
LSAT_V11C400177750	4	84406522	84407264	-
LSAT_V11C400177760	4	84444596	84449570	probable ubiquitin-conjugating enzyme E2 24 [Lactuca sativa (garden lettuce)]
LSAT_V11C400177770	4	84457940	84461031	-
LSAT_V11C400177780	4	84461152	84463733	probable 2-carboxy-D-arabinitol-1-phosphatase [Lactuca sativa (garden lettuce)]
LSAT_V11C400177800	4	84560460	84561182	probable 2-carboxy-D-arabinitol-1-phosphatase [Lactuca sativa (garden lettuce)]
LSAT_V11C400177810	4	84682632	84685753	uncharacterized LOC111917429 [Lactuca sativa (garden lettuce)]
LSAT_V11C400177820	4	84702219	84705771	PKS-NRPS hybrid synthetase cheA [Lactuca sativa (garden lettuce)]
LSAT_V11C400177830	4	84798006	84802354	heat stress transcription factor B-2a [Lactuca sativa (garden lettuce)]
LSAT_V11C400177840	4	84807196	84807639	-
LSAT_V11C400177850	4	84808115	84811631	uncharacterized LOC111917271 [Lactuca sativa (garden lettuce)]
LSAT_V11C400177860	4	84827558	84832265	general transcription and DNA repair factor IIH subunit TFB2 [Lactuca sativa (garden lettuce)]
LSAT_V11C400177870	4	84833480	84835553	E3 ubiquitin-protein ligase AIRP2 [Lactuca sativa (garden lettuce)]
LSAT_V11C400177890	4	84926876	84929408	-
LSAT_V11C400177900	4	84933747	84934224	-
LSAT_V11C400177910	4	84934872	84936619	-
LSAT_V11C400177920	4	84936620	84938443	-
LSAT_V11C400177930	4	84951450	84955745	-
LSAT_V11C400177940	4	84963569	84970504	uncharacterized LOC111917237 [Lactuca sativa (garden lettuce)]
LSAT_V11C400177950	4	84991525	84992970	CBS domain-containing protein CBSX5 [Lactuca sativa (garden lettuce)]
LSAT_V11C400177970	4	85033675	85034763	-
LSAT_V11C400177980	4	85034865	85035456	-
LSAT_V11C400177990	4	85046546	85048074	stem-specific protein TSJT1 [Lactuca sativa (garden lettuce)]
LSAT_V11C400178000	4	85049322	85056757	mediator of RNA polymerase II transcription subunit 16 [Lactuca sativa (garden lettuce)]
LSAT_V11C400178010	4	85086317	85086706	uncharacterized LOC111917203 [Lactuca sativa (garden lettuce)]
LSAT_V11C400178020	4	85087421	85090726	aspartic proteinase Asp1 [Lactuca sativa (garden lettuce)]
LSAT_V11C400178030	4	85139126	85140681	uncharacterized LOC111917183 [Lactuca sativa (garden lettuce)]
LSAT_V11C400178040	4	85211664	85216045	actin-related protein 2/3 complex subunit 1A [Lactuca sativa (garden lettuce)]
LSAT_V11C400178050	4	85271182	85273679	-
LSAT_V11C400178060	4	85342934	85343340	-
LSAT_V11C400178070	4	85345222	85346201	-
LSAT_V11C400178080	4	85422866	85423845	-
LSAT_V11C400178090	4	85532107	85552590	serine carboxypeptidase-like 13 [Lactuca sativa (garden lettuce)]
LSAT_V11C400178100	4	85636261	85636617	-
LSAT_V11C400178110	4	85637135	85637734	-
LSAT_V11C400178120	4	85956920	85965758	GDSL esterase/lipase At1g28590 [Lactuca sativa (garden lettuce)]
LSAT_V11C400178130	4	86328033	86330192	probable polyol transporter 4 [Lactuca sativa (garden lettuce)]
LSAT_V11C400178140	4	86698829	86699756	-
LSAT_V11C400178150	4	86786839	86789355	uncharacterized LOC111895579 [Lactuca sativa (garden lettuce)]
LSAT_V11C400178170	4	86837087	86838575	RNA-binding protein CP31B, chloroplastic-like [Lactuca sativa (garden lettuce)]
LSAT_V11C400178200	4	87041552	87043342	polyphenol oxidase, chloroplastic [Lactuca sativa (garden lettuce)]
LSAT_V11C400178210	4	87067490	87067930	polyphenol oxidase, chloroplastic [Lactuca sativa (garden lettuce)]
LSAT_V11C400178220	4	87415110	87416885	polyphenol oxidase, chloroplastic [Lactuca sativa (garden lettuce)]
LSAT_V11C400178230	4	87548156	87549967	polyphenol oxidase, chloroplastic [Lactuca sativa (garden lettuce)]
LSAT_V11C400178240	4	87560161	87561972	polyphenol oxidase, chloroplastic [Lactuca sativa (garden lettuce)]
LSAT_V11C400178250	4	87586119	87589076	uncharacterized protein At4g04980 [Lactuca sativa (garden lettuce)]
LSAT_V11C400178260	4	87763586	87764089	TIR-only protein [Lactuca sativa (garden lettuce)]
LSAT_V11C400178270	4	87970692	87973293	TIR-only protein [Lactuca sativa (garden lettuce)]
LSAT_V11C400178280	4	88055706	88057057	-
LSAT_V11C400178290	4	88249602	88253430	serine carboxypeptidase-like 31 [Lactuca sativa (garden lettuce)]
LSAT_V11C400178300	4	88347484	88348659	caffeoylshikimate esterase [Lactuca sativa (garden lettuce)]
LSAT_V11C400178310	4	88351320	88357586	helicase-like transcription factor CHR28 [Lactuca sativa (garden lettuce)]
LSAT_V11C400178320	4	88425156	88429163	zinc finger BED domain-containing protein RICESLEEPER 2-like [Lactuca sativa (garden lettuce)]
LSAT_V11C400178520	4	88606539	88607858	-
LSAT_V11C400178530	4	88607993	88608571	-
LSAT_V11C400178540	4	88706093	88707073	-
LSAT_V11C400178550	4	88707983	88709137	-
LSAT_V11C400178560	4	88709191	88710549	-
LSAT_V11C400178570	4	88714132	88719115	-
LSAT_V11C400178580	4	88719843	88720974	-
LSAT_V11C400178590	4	88738368	88739787	-
LSAT_V11C400178600	4	88824195	88825066	-
LSAT_V11C400178610	4	88827339	88828132	-
LSAT_V11C400178620	4	88828198	88828860	-
LSAT_V11C400178630	4	88831417	88832561	-
LSAT_V11C400178640	4	88841283	88844897	-
LSAT_V11C400178650	4	88909223	88909818	-
LSAT_V11C400178660	4	88961896	88962746	-
LSAT_V11C400178670	4	89187374	89190730	uncharacterized LOC111919479 [Lactuca sativa (garden lettuce)]
LSAT_V11C400178680	4	89217434	89219817	uncharacterized LOC111919488 [Lactuca sativa (garden lettuce)]
LSAT_V11C400178690	4	89226328	89227104	uncharacterized LOC111919503 [Lactuca sativa (garden lettuce)]
LSAT_V11C400178710	4	89354913	89355203	-
LSAT_V11C400178720	4	89480260	89484340	katanin p80 WD40 repeat-containing subunit B1 homolog KTN80.3 [Lactuca sativa (garden lettuce)]
LSAT_V11C400178730	4	89485004	89486155	-
LSAT_V11C400178740	4	89537822	89541896	uncharacterized LOC111919531 [Lactuca sativa (garden lettuce)]
LSAT_V11C400178750	4	89554407	89557669	-
LSAT_V11C400178760	4	89648200	89648851	-
LSAT_V11C400178780	4	90376517	90377974	-
LSAT_V11C400178790	4	90414529	90417426	-
LSAT_V11C400178800	4	90483276	90484864	-
LSAT_V11C400178810	4	90795058	90795696	-
LSAT_V11C400178820	4	90796212	90797354	protein CANDIDATE G-PROTEIN COUPLED RECEPTOR 7 [Lactuca sativa (garden lettuce)]
LSAT_V11C400178830	4	90798213	90800267	-
LSAT_V11C400178840	4	90807389	90808317	-
LSAT_V11C400178850	4	90820758	90824969	-
LSAT_V11C400178870	4	90930183	90934603	uncharacterized LOC111887365 [Lactuca sativa (garden lettuce)]
LSAT_V11C400178880	4	90934694	90937934	alpha-ketoglutarate-dependent dioxygenase alkB [Lactuca sativa (garden lettuce)]
LSAT_V11C400178890	4	90938641	90941222	4-hydroxy-tetrahydrodipicolinate synthase, chloroplastic [Lactuca sativa (garden lettuce)]
LSAT_V11C400178900	4	90942178	90945981	secretory carrier-associated membrane protein 3 [Lactuca sativa (garden lettuce)]
LSAT_V11C400178910	4	90946101	90949598	PAP-specific phosphatase HAL2-like [Lactuca sativa (garden lettuce)]
LSAT_V11C400178920	4	91026746	91027421	-
LSAT_V11C400178940	4	91099968	91100479	-
LSAT_V11C400178950	4	91110775	91113099	internal alternative NAD(P)H-ubiquinone oxidoreductase A2, mitochondrial [Lactuca sativa (garden lettuce)]
LSAT_V11C400178960	4	91133222	91134703	zinc transporter 11 [Lactuca sativa (garden lettuce)]
LSAT_V11C400178970	4	91178290	91180508	endonuclease 1 [Lactuca sativa (garden lettuce)]
LSAT_V11C400178980	4	91181319	91182750	-
LSAT_V11C400178990	4	91191080	91191970	-
LSAT_V11C400179000	4	91197366	91198097	-
LSAT_V11C400179020	4	91202929	91204356	uncharacterized LOC111887363 [Lactuca sativa (garden lettuce)]
LSAT_V11C400179030	4	91231079	91232614	uncharacterized LOC111892389 [Lactuca sativa (garden lettuce)]
LSAT_V11C400179040	4	91243785	91245333	uncharacterized LOC111887371 [Lactuca sativa (garden lettuce)]
LSAT_V11C400179050	4	91259464	91261012	uncharacterized LOC128133238 [Lactuca sativa (garden lettuce)]
LSAT_V11C400179060	4	91272163	91273711	uncharacterized LOC128133239 [Lactuca sativa (garden lettuce)]
LSAT_V11C400179070	4	91287835	91289383	uncharacterized LOC128133240 [Lactuca sativa (garden lettuce)]
LSAT_V11C400179080	4	91300551	91302099	uncharacterized LOC128133241 [Lactuca sativa (garden lettuce)]
LSAT_V11C400179090	4	91316227	91317775	uncharacterized LOC128133242 [Lactuca sativa (garden lettuce)]
LSAT_V11C400179100	4	91328944	91330492	uncharacterized LOC128133243 [Lactuca sativa (garden lettuce)]
LSAT_V11C400179110	4	91344601	91346149	uncharacterized LOC111892410 [Lactuca sativa (garden lettuce)]
LSAT_V11C400179120	4	91347641	91347976	-
LSAT_V11C400179130	4	91423451	91425902	L-ascorbate oxidase homolog [Lactuca sativa (garden lettuce)]
LSAT_V11C400179150	4	91433783	91436137	uncharacterized LOC111892397 [Lactuca sativa (garden lettuce)]
LSAT_V11C400179160	4	91436961	91441533	beta-galactosidase 8 [Lactuca sativa (garden lettuce)]
LSAT_V11C400179190	4	91452898	91453755	uncharacterized LOC111892395 [Lactuca sativa (garden lettuce)]
LSAT_V11C400179210	4	91505408	91505730	-
LSAT_V11C400179220	4	91513230	91515991	-
LSAT_V11C400179240	4	91605744	91606539	-
LSAT_V11C400179250	4	91660377	91662020	uncharacterized LOC111892406 [Lactuca sativa (garden lettuce)]
LSAT_V11C400179260	4	91799178	91802233	sphingosine kinase 2 [Lactuca sativa (garden lettuce)]
LSAT_V11C400179270	4	91808292	91811482	uncharacterized LOC111892385 [Lactuca sativa (garden lettuce)]
LSAT_V11C400179280	4	91812785	91814743	ribosomal RNA-processing protein 17 [Lactuca sativa (garden lettuce)]
LSAT_V11C400179290	4	91815805	91820517	calmodulin-binding protein 60 D [Lactuca sativa (garden lettuce)]
LSAT_V11C400179300	4	91820544	91826777	anaphase-promoting complex subunit 4 [Lactuca sativa (garden lettuce)]
LSAT_V11C400179310	4	91870847	91872140	F-box protein SKIP27 [Lactuca sativa (garden lettuce)]
LSAT_V11C400179330	4	91959073	91963214	-
LSAT_V11C400179350	4	92000998	92004637	external alternative NAD(P)H-ubiquinone oxidoreductase B2, mitochondrial [Lactuca sativa (garden lettuce)]
LSAT_V11C400179360	4	92129854	92133640	transport inhibitor response 1-like protein Os04g0395600 [Lactuca sativa (garden lettuce)]
LSAT_V11C400179370	4	92343182	92344921	uncharacterized LOC111892391 [Lactuca sativa (garden lettuce)]
LSAT_V11C400179380	4	92361783	92363914	sugar carrier protein C [Lactuca sativa (garden lettuce)]
LSAT_V11C400179390	4	92363994	92369521	-
LSAT_V11C400179400	4	92369951	92372632	-
LSAT_V11C400179420	4	92637733	92640140	vesicle-associated protein 4-2 [Lactuca sativa (garden lettuce)]
LSAT_V11C400179430	4	92657163	92657941	protein transport protein SEC16A homolog [Lactuca sativa (garden lettuce)]
LSAT_V11C400179440	4	92673762	92674833	-
LSAT_V11C400179460	4	92682503	92685277	putative PAP-specific phosphatase, mitochondrial [Lactuca sativa (garden lettuce)]
LSAT_V11C400179470	4	92813510	92815432	transcription factor MYB41 [Lactuca sativa (garden lettuce)]
LSAT_V11C400179480	4	92937249	92948138	lysine-specific demethylase JMJ28 [Lactuca sativa (garden lettuce)]
LSAT_V11C400179490	4	92972514	92977011	equilibrative nucleotide transporter 3 [Lactuca sativa (garden lettuce)]
LSAT_V11C400179500	4	93007062	93010252	equilibrative nucleotide transporter 3 [Lactuca sativa (garden lettuce)]
LSAT_V11C400179510	4	93039387	93040315	uncharacterized LOC111897139 [Lactuca sativa (garden lettuce)]
LSAT_V11C400179520	4	93078916	93089717	G-type lectin S-receptor-like serine/threonine-protein kinase RKS1 [Lactuca sativa (garden lettuce)]
LSAT_V11C400179530	4	93106801	93109181	-
LSAT_V11C400179540	4	93109265	93109516	-
LSAT_V11C400179550	4	93157634	93160418	transcription factor bHLH112 [Lactuca sativa (garden lettuce)]
LSAT_V11C400179560	4	93274074	93275917	DAG protein, chloroplastic [Lactuca sativa (garden lettuce)]
LSAT_V11C400179570	4	93463060	93465650	-
LSAT_V11C400179580	4	93476853	93479189	(3S,6E)-nerolidol synthase 1 [Lactuca sativa (garden lettuce)]
LSAT_V11C400179600	4	93691185	93692133	(3S,6E)-nerolidol synthase 1 [Lactuca sativa (garden lettuce)]
LSAT_V11C400179610	4	93692439	93695409	-
LSAT_V11C400179620	4	93707518	93710095	(3S,6E)-nerolidol synthase 1-like [Lactuca sativa (garden lettuce)]
LSAT_V11C400179630	4	93710577	93710942	-
LSAT_V11C400179640	4	93711298	93714647	-
LSAT_V11C400179650	4	93806059	93806410	ABC transporter B family member 1-like [Lactuca sativa (garden lettuce)]
LSAT_V11C400179660	4	93892217	93898204	alpha-farnesene synthase [Lactuca sativa (garden lettuce)]
LSAT_V11C400179680	4	94122463	94123192	-
LSAT_V11C400179690	4	94124364	94124869	-
LSAT_V11C400179700	4	94201505	94204198	-
LSAT_V11C400179710	4	94277855	94285798	uncharacterized LOC111897123 [Lactuca sativa (garden lettuce)]
LSAT_V11C400179720	4	94545078	94547055	transcription factor ILR3-like [Lactuca sativa (garden lettuce)]
LSAT_V11C400179730	4	94573889	94577175	-
LSAT_V11C400179740	4	94589480	94590065	-
LSAT_V11C400179750	4	94613501	94614281	cysteine-rich receptor-like protein kinase 10 [Lactuca sativa (garden lettuce)]
LSAT_V11C400179760	4	94621998	94625643	-
LSAT_V11C400179770	4	94638694	94645244	-
LSAT_V11C400179780	4	94658707	94660471	-
LSAT_V11C400179790	4	94678225	94687501	cysteine-rich receptor-like protein kinase 44 [Lactuca sativa (garden lettuce)]
LSAT_V11C400179800	4	94809212	94811726	uncharacterized LOC111897143 [Lactuca sativa (garden lettuce)]
LSAT_V11C400179810	4	94849020	94849350	-
LSAT_V11C400179820	4	95163110	95167755	gibberellin 2-beta-dioxygenase 8 [Lactuca sativa (garden lettuce)]
LSAT_V11C400179850	4	95295065	95295709	-
LSAT_V11C400179860	4	95301169	95302014	-
LSAT_V11C400179870	4	95490337	95490843	-
LSAT_V11C400179880	4	95576993	95581266	-
LSAT_V11C400179890	4	95694673	95695195	-
LSAT_V11C400179900	4	95695262	95695938	-
LSAT_V11C400179920	4	95704489	95705272	-
LSAT_V11C400179930	4	95705395	95705902	-
LSAT_V11C400179940	4	95968315	95969902	-
LSAT_V11C400179950	4	95974014	95974590	-
LSAT_V11C400179960	4	95978652	95979621	-
LSAT_V11C400179970	4	95983506	95984481	-
LSAT_V11C400179980	4	95988342	95989341	-
LSAT_V11C400179990	4	95992712	95994200	-
LSAT_V11C400180010	4	96364342	96364849	protein translation factor SUI1 homolog [Lactuca sativa (garden lettuce)]
LSAT_V11C400180020	4	96369340	96370790	uncharacterized LOC111919942 [Lactuca sativa (garden lettuce)]
LSAT_V11C400180030	4	96420240	96420780	-
LSAT_V11C400180050	4	96431948	96433687	pentatricopeptide repeat-containing protein At4g21170 [Lactuca sativa (garden lettuce)]
LSAT_V11C400180060	4	96512459	96513875	trans-resveratrol di-O-methyltransferase [Lactuca sativa (garden lettuce)]
LSAT_V11C400180070	4	96518114	96523755	-
LSAT_V11C400180080	4	96531865	96532429	-
LSAT_V11C400180090	4	96586795	96587546	-
LSAT_V11C400180100	4	96588233	96589528	-
LSAT_V11C400180110	4	96658008	96664128	homeobox-leucine zipper protein MERISTEM L1 [Lactuca sativa (garden lettuce)]
LSAT_V11C400180120	4	96724268	96724918	-
LSAT_V11C400180130	4	96785748	96786195	-
LSAT_V11C400180140	4	96799727	96800029	-
LSAT_V11C400180150	4	96820828	96822980	60S ribosomal protein L7a-2-like [Lactuca sativa (garden lettuce)]
LSAT_V11C400180160	4	96824233	96824875	-
LSAT_V11C400180170	4	96873576	96874455	-
LSAT_V11C400180180	4	96874533	96875632	-
LSAT_V11C400180190	4	96877642	96882387	-
LSAT_V11C400180200	4	96894834	96898201	-
LSAT_V11C400180210	4	96898530	96900818	-
LSAT_V11C400180220	4	96934581	96937927	-
LSAT_V11C400180230	4	96942029	96943285	beta-glucosidase 46 [Lactuca sativa (garden lettuce)]
LSAT_V11C400180240	4	96948998	96951935	-
LSAT_V11C400180250	4	96952445	96955345	-
LSAT_V11C400180260	4	96991755	96993390	-
LSAT_V11C400180280	4	97022815	97024380	cytochrome P450 77A1 [Lactuca sativa (garden lettuce)]
LSAT_V11C400180290	4	97091797	97092243	-
LSAT_V11C400180300	4	97123979	97128157	N6-mAMP deaminase [Lactuca sativa (garden lettuce)]
LSAT_V11C400180310	4	97157338	97158519	-
LSAT_V11C400180320	4	97165438	97166440	-
LSAT_V11C400180330	4	97169423	97171233	-
LSAT_V11C400180340	4	97172034	97173260	pentatricopeptide repeat-containing protein At1g61870, mitochondrial [Lactuca sativa (garden lettuce)]
LSAT_V11C400180360	4	97214091	97216638	tobamovirus multiplication protein 1 [Lactuca sativa (garden lettuce)]
LSAT_V11C400180370	4	97228713	97230512	derlin-2.2 [Lactuca sativa (garden lettuce)]
LSAT_V11C400180380	4	97240338	97241775	-
LSAT_V11C400180400	4	97267448	97268614	-
LSAT_V11C400180410	4	97292689	97293178	-
LSAT_V11C400180420	4	97331843	97332436	15.4 kDa class V heat shock protein [Lactuca sativa (garden lettuce)]
LSAT_V11C400180430	4	97349594	97350592	-
LSAT_V11C400180440	4	97473332	97474085	-
LSAT_V11C400180450	4	97588969	97589433	-
LSAT_V11C400180460	4	97597074	97602447	DNA topoisomerase 1 alpha [Lactuca sativa (garden lettuce)]
LSAT_V11C400180470	4	97607183	97612072	heat shock 70 kDa protein 16 [Lactuca sativa (garden lettuce)]
LSAT_V11C400180480	4	97661578	97666219	protein DETOXIFICATION 40 [Lactuca sativa (garden lettuce)]
LSAT_V11C400180490	4	97679286	97680690	-
LSAT_V11C400180500	4	97819583	97822032	protein DETOXIFICATION 40 [Lactuca sativa (garden lettuce)]
LSAT_V11C400180510	4	97825086	97825783	-
LSAT_V11C400180520	4	97901901	97904677	protein DETOXIFICATION 40 [Lactuca sativa (garden lettuce)]
LSAT_V11C400180530	4	97961926	97964205	-
LSAT_V11C400180540	4	97965702	97970203	protein DETOXIFICATION 40 [Lactuca sativa (garden lettuce)]
LSAT_V11C400180550	4	97984353	97986098	-
LSAT_V11C400180560	4	98028156	98031354	uncharacterized LOC111907851 [Lactuca sativa (garden lettuce)]
LSAT_V11C400180570	4	98034591	98035243	-
LSAT_V11C400180580	4	98161084	98166582	uncharacterized GPI-anchored protein At1g61900 [Lactuca sativa (garden lettuce)]
LSAT_V11C400180600	4	98246070	98247023	-
LSAT_V11C400180610	4	98254582	98254937	-
LSAT_V11C400180620	4	98294355	98294679	-
LSAT_V11C400180630	4	98294992	98295869	-
LSAT_V11C400180640	4	98295876	98296145	-
LSAT_V11C400180650	4	98296164	98297453	-
LSAT_V11C400180660	4	98371842	98372462	uncharacterized LOC111907854 [Lactuca sativa (garden lettuce)]
LSAT_V11C400180670	4	98676542	98676898	-
LSAT_V11C400180680	4	98706510	98710374	beta-glucosidase 24 [Lactuca sativa (garden lettuce)]
LSAT_V11C400180690	4	98715710	98716406	-
LSAT_V11C400180700	4	98778336	98784347	beta-glucosidase 24 [Lactuca sativa (garden lettuce)]
LSAT_V11C400180710	4	98945367	98945648	-
LSAT_V11C400180720	4	98945784	98946235	-
LSAT_V11C400180730	4	98953028	98956292	-
LSAT_V11C400180740	4	99219845	99230102	-
LSAT_V11C400180750	4	99271350	99274685	uncharacterized LOC111907857 [Lactuca sativa (garden lettuce)]
LSAT_V11C400180760	4	99312889	99314450	-
LSAT_V11C400180770	4	99317353	99318503	-
LSAT_V11C400180780	4	99318724	99319191	-
LSAT_V11C400180790	4	99319444	99321421	-
LSAT_V11C400180800	4	99396137	99396720	-
LSAT_V11C400180810	4	99397269	99398448	-
LSAT_V11C400180820	4	99450412	99452530	-
LSAT_V11C400180830	4	99458827	99461785	5'-adenylylsulfate reductase 3, chloroplastic [Lactuca sativa (garden lettuce)]
LSAT_V11C400180840	4	99514917	99515403	-
LSAT_V11C400180850	4	99552940	99554303	uncharacterized LOC111907859 [Lactuca sativa (garden lettuce)]
LSAT_V11C400180860	4	99554868	99558129	uncharacterized LOC111907860 [Lactuca sativa (garden lettuce)]
LSAT_V11C400180870	4	99559046	99563308	dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex 1, mitochondrial [Lactuca sativa (garden lettuce)]
LSAT_V11C400180880	4	99593351	99593713	-
LSAT_V11C400180890	4	99593732	99594581	-
LSAT_V11C400180900	4	99596212	99598694	aspartic proteinase [Lactuca sativa (garden lettuce)]
LSAT_V11C400180910	4	99601741	99604395	-
LSAT_V11C400180920	4	99698164	99704826	aspartic proteinase A1 [Lactuca sativa (garden lettuce)]
LSAT_V11C400180930	4	99709336	99720582	-
LSAT_V11C400180940	4	99753627	99754463	-
LSAT_V11C400180950	4	99754482	99754949	-
LSAT_V11C400180960	4	99763410	99767657	cardosin-F [Lactuca sativa (garden lettuce)]
LSAT_V11C400180970	4	99777238	99777778	-
LSAT_V11C400180980	4	99788265	99790462	uncharacterized LOC111907866 [Lactuca sativa (garden lettuce)]
LSAT_V11C400181010	4	99910650	99913927	protein FAR1-RELATED SEQUENCE 5-like [Lactuca sativa (garden lettuce)]
LSAT_V11C400181020	4	99915083	99917026	-
LSAT_V11C400181030	4	99942917	99943927	-
LSAT_V11C400181040	4	99996647	99997747	-
LSAT_V11C400181050	4	100040279	100041041	-
LSAT_V11C400181060	4	100048882	100055463	aspartic proteinase oryzasin-1 [Lactuca sativa (garden lettuce)]
LSAT_V11C400181070	4	100076233	100080841	-
LSAT_V11C400181080	4	100088572	100090975	WRKY transcription factor 6 [Lactuca sativa (garden lettuce)]
LSAT_V11C400181100	4	100241362	100246494	-
LSAT_V11C400181110	4	100284544	100290075	leucine--tRNA ligase, chloroplastic/mitochondrial [Lactuca sativa (garden lettuce)]
LSAT_V11C400181120	4	100293958	100299221	calcium permeable stress-gated cation channel 1 [Lactuca sativa (garden lettuce)]
LSAT_V11C400181150	4	100653073	100656025	homeobox protein SBH1 [Lactuca sativa (garden lettuce)]
LSAT_V11C400181160	4	100737292	100738116	-
LSAT_V11C400181170	4	101043407	101044372	uncharacterized LOC111907874 [Lactuca sativa (garden lettuce)]
LSAT_V11C400181180	4	101108644	101113444	pyrophosphate--fructose 6-phosphate 1-phosphotransferase subunit beta [Lactuca sativa (garden lettuce)]
LSAT_V11C400181190	4	101202355	101204841	-
LSAT_V11C400181210	4	101207481	101212304	protein ACCELERATED CELL DEATH 6 [Lactuca sativa (garden lettuce)]
LSAT_V11C400181220	4	101237545	101241483	-
LSAT_V11C400181230	4	101241499	101253993	ankyrin repeat-containing protein At5g02620 [Lactuca sativa (garden lettuce)]
LSAT_V11C400181240	4	101241688	101244706	-
LSAT_V11C400181250	4	101296381	101296852	-
LSAT_V11C400181260	4	101296864	101298042	-
LSAT_V11C400181270	4	101304008	101311162	-
LSAT_V11C400181280	4	101313009	101314357	ankyrin repeat-containing protein At2g01680 [Lactuca sativa (garden lettuce)]
LSAT_V11C400181290	4	101314371	101315175	-
LSAT_V11C400181300	4	101431956	101433022	-
LSAT_V11C400181310	4	101437336	101437769	-
LSAT_V11C400181320	4	101475916	101477259	inactive protein RESTRICTED TEV MOVEMENT 2 [Lactuca sativa (garden lettuce)]
LSAT_V11C400181330	4	101567601	101574183	E3 ubiquitin-protein ligase COP1 [Lactuca sativa (garden lettuce)]
LSAT_V11C400181340	4	101581744	101583468	RPM1-interacting protein 4 [Lactuca sativa (garden lettuce)]
LSAT_V11C400181350	4	101584640	101587055	uncharacterized membrane protein At1g16860 [Lactuca sativa (garden lettuce)]
LSAT_V11C400181360	4	101678017	101681245	light-induced protein, chloroplastic [Lactuca sativa (garden lettuce)]
LSAT_V11C400181370	4	101726122	101727113	uncharacterized LOC111883192 [Lactuca sativa (garden lettuce)]
LSAT_V11C400181380	4	101817949	101818947	uncharacterized LOC111883072 [Lactuca sativa (garden lettuce)]
LSAT_V11C400181390	4	101863923	101865227	uncharacterized LOC111883204 [Lactuca sativa (garden lettuce)]
LSAT_V11C400181400	4	101906156	101908310	alkaline ceramidase [Lactuca sativa (garden lettuce)]
LSAT_V11C400181410	4	101908318	101912544	phosphatidate cytidylyltransferase 1 [Lactuca sativa (garden lettuce)]
LSAT_V11C400181430	4	102130960	102133770	uclacyanin 1 [Lactuca sativa (garden lettuce)]
LSAT_V11C400181440	4	102147998	102148633	BAG family molecular chaperone regulator 5, mitochondrial [Lactuca sativa (garden lettuce)]
LSAT_V11C400181450	4	102171343	102172371	acyl-CoA--sterol O-acyltransferase 1 [Lactuca sativa (garden lettuce)]
LSAT_V11C400181460	4	102239973	102240413	-
LSAT_V11C400181470	4	102240546	102242099	-
LSAT_V11C400181480	4	102521144	102522202	acyl-CoA--sterol O-acyltransferase 1 [Lactuca sativa (garden lettuce)]
LSAT_V11C400181490	4	102703739	102705844	-
LSAT_V11C400181500	4	103038603	103039664	acyl-CoA--sterol O-acyltransferase 1 [Lactuca sativa (garden lettuce)]
LSAT_V11C400181510	4	103132956	103134017	acyl-CoA--sterol O-acyltransferase 1 [Lactuca sativa (garden lettuce)]
LSAT_V11C400181520	4	103386198	103387688	-
LSAT_V11C400181530	4	103477944	103482300	-
LSAT_V11C400181540	4	103485789	103487024	-
LSAT_V11C400181560	4	103534090	103535962	uncharacterized LOC111875880 [Lactuca sativa (garden lettuce)]
LSAT_V11C400181570	4	103536299	103538332	uncharacterized LOC111875881 [Lactuca sativa (garden lettuce)]
LSAT_V11C400181580	4	103687885	103692321	-
LSAT_V11C400181590	4	103757189	103759467	uncharacterized LOC111875883 [Lactuca sativa (garden lettuce)]
LSAT_V11C400181600	4	103762843	103766178	E3 ubiquitin-protein ligase UPL5 [Lactuca sativa (garden lettuce)]
LSAT_V11C400181610	4	103769814	103773162	E3 ubiquitin-protein ligase UPL5 [Lactuca sativa (garden lettuce)]
